0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-622,0:00:00.000067
-137,0:00:00.000080
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
468,0:00:00.000075
